"","V1","V2"
"1",0.01,0.01
"2",0.0752195071222341,0.141710548430698
"3",0.00585117902210182,0.315456805625203
"4",0.0220012205980309,0.430826670536026
"5",0.0220012205980309,0.430826670536026
"6",0.0393842396336617,0.529736924378902
"7",0.0393842396336617,0.529736924378902
"8",0.0393842396336617,0.529736924378902
"9",0.0393842396336617,0.529736924378902
"10",0.123638879566994,0.472871244394952
"11",0.199967776742336,0.349545444683086
"12",0.199967776742336,0.349545444683086
"13",0.24940596417836,0.45288961039043
"14",0.24940596417836,0.45288961039043
"15",0.24940596417836,0.45288961039043
"16",0.24940596417836,0.45288961039043
"17",0.24940596417836,0.45288961039043
"18",0.24940596417836,0.45288961039043
"19",0.290219683291684,0.469493494219517
"20",0.290219683291684,0.469493494219517
"21",0.290219683291684,0.469493494219517
"22",0.290219683291684,0.469493494219517
"23",0.301400523612052,0.425155520899909
"24",0.301400523612052,0.425155520899909
"25",0.301400523612052,0.425155520899909
"26",0.301400523612052,0.425155520899909
"27",0.301400523612052,0.425155520899909
"28",0.301400523612052,0.425155520899909
"29",0.301400523612052,0.425155520899909
"30",0.313869086526205,0.338572424077503
"31",0.313869086526205,0.338572424077503
"32",0.313869086526205,0.338572424077503
"33",0.313869086526205,0.338572424077503
"34",0.313869086526205,0.338572424077503
"35",0.333940361798787,0.310606039906516
"36",0.333940361798787,0.310606039906516
"37",0.333940361798787,0.310606039906516
"38",0.333940361798787,0.310606039906516
"39",0.333940361798787,0.310606039906516
"40",0.352850902043009,0.389119979294966
"41",0.352850902043009,0.389119979294966
"42",0.352850902043009,0.389119979294966
"43",0.286534355232482,0.360537340335015
"44",0.339250489328632,0.39903853809381
"45",0.339250489328632,0.39903853809381
"46",0.360205003723335,0.410127375402956
"47",0.360205003723335,0.410127375402956
"48",0.360205003723335,0.410127375402956
"49",0.360205003723335,0.410127375402956
"50",0.424545627756232,0.403329274503421
"51",0.424545627756232,0.403329274503421
"52",0.424545627756232,0.403329274503421
"53",0.424545627756232,0.403329274503421
"54",0.424545627756232,0.403329274503421
"55",0.448257598033316,0.452300177384546
"56",0.448257598033316,0.452300177384546
"57",0.448257598033316,0.452300177384546
"58",0.549742789300166,0.467478109031226
"59",0.545282752510514,0.313587206841995
"60",0.59543840992496,0.377817389481334
"61",0.59543840992496,0.377817389481334
