Miner,Harding,Campbell,Buffalo,Faulk,Haakoon,Towner,Sheridan,Eddy,Golden Valley,Oliver,Logan
2211.00,1306.00,1485.00,2026.00,2312.00,2018.00,2224.00,1409.00,2301.00,1845.00,1959.00,1927.00
